"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1787500","110381","","","Governor","Mr","Matthew","","Nappleton","18/10/2024","17/10/2025","Elected by parents","",""
"1787501","110381","","","Governor","Mrs","Helen","","Thakrar","18/10/2024","17/10/2028","Appointed by GB/board","",""
"1787503","110381","","","Governor","Mr","James","","Atkinson","18/10/2024","17/10/2028","Elected by parents","",""
"1787504","110381","","","Governor","Ms","Rachel","","Wilde","18/10/2024","17/10/2028","Appointed by GB/board","",""
"1875845","110381","","","Governor","Mr","Mark","","Fletcher","05/12/2025","04/12/2029","Appointed by GB/board","",""
"1875847","110381","","","Governor","Ms","Jane","","Edwards","05/12/2025","04/12/2029","Appointed by GB/board","",""
"1543559","110382","","","Governor","Mrs","Kelly","","Wilson","18/09/2023","17/09/2027","Elected by school staff","",""
"1692677","110382","","","Governor","","Hayley","","John","18/09/2023","17/09/2027","Appointed by GB/board","",""
"1692680","110382","","","Governor","Mr","Ian","","Fraser-Kirkup","18/09/2023","17/09/2027","Appointed by GB/board","",""
"1692683","110382","","","Governor","Dr","Nelia","","Jurado","04/09/2023","30/06/2026","Elected by parents","",""
"1739895","110382","","","Governor","Mr","Leon","","Gilpin","22/04/2024","21/04/2028","Appointed by GB/board","",""
"1785045","110382","","","Chair of Governors","Mr","Robert","","Prosser-Dryer","21/10/2024","17/09/2027","Appointed by GB/board","",""
"1785046","110382","","","Governor","","Min","Hi","Chun","29/11/2024","28/11/2028","Elected by parents","",""
"1797018","110382","","","Governor","","Rebecca","","Daley","10/02/2025","09/02/2029","Appointed by GB/board","",""
"1797020","110382","","","Governor","","Tammy","","Haughton","18/09/2023","24/03/2026","Appointed by GB/board","",""
"1839803","110382","","","Governor","","Graeme","","Edwards","20/06/2025","19/06/2029","Appointed by GB/board","",""
"1839804","110382","","","Governor","","Samuel","","Fillingham","19/05/2025","18/05/2029","Appointed by GB/board","",""
"1855673","110382","","","Governor","","David","","Tyler","08/12/2025","07/12/2029","Appointed by GB/board","",""
"1583303","110385","","","Governor","Mrs","Hayley","","John","18/09/2023","17/09/2027","Appointed by GB/board","",""
"1749309","110385","","","Governor","Ms","Nelia","","Jurado","18/09/2023","30/06/2026","Elected by parents","",""
"1749311","110385","","","Governor","Mrs","Kelly","","Wilson","18/09/2023","17/09/2027","Elected by school staff","",""
"1749313","110385","","","Governor","Mr","Leon","","Gilpin","22/04/2024","21/04/2028","Appointed by GB/board","",""
"1784088","110385","","","Chair of Governors","Mr","Robert","","Prosser","18/09/2023","17/09/2027","Appointed by LA","",""
"1784089","110385","","","Governor","Ms","Tammy","","Haughton","21/10/2024","24/03/2026","Appointed by GB/board","",""
"1784657","110385","","","Governor","","Min","Hi","Chun","29/11/2024","28/11/2028","Elected by parents","",""
"1797014","110385","","","Governor","Miss","Rebecca","","Daley","10/02/2025","09/02/2029","Appointed by GB/board","",""
"1829585","110385","","","Governor","","Graeme","","Edwards","30/06/2025","29/06/2029","Appointed by GB/board","",""
"1829589","110385","","","Governor","","Samuel","","Fillingham","19/05/2025","18/05/2029","Appointed by GB/board","",""
"1855689","110385","","","Governor","","David","","Tyler","08/12/2025","07/12/2029","Appointed by GB/board","",""
"1479072","110391","","","Governor","Mrs","Jen","","Dawkins","13/05/2024","12/05/2028","Appointed by GB/board","",""
"1479078","110391","","","Governor","Headteacher","Colin","","Horsfield","04/04/2020","04/04/2028","Appointed by LA","",""
"1562163","110391","","","Governor","","Sue","","Harratt","13/09/2021","12/09/2029","Appointed by GB/board","",""
"1575554","110391","","","Chair of Governors","Mrs","Lindsay","","Ablitt","01/01/2022","07/07/2028","Appointed by GB/board","",""
"1626274","110391","","","Governor","Mr","Chani","","Dhaliwal","15/12/2021","14/12/2025","Elected by parents","",""
"1626276","110391","","","Governor","","Jannette","","Scott","17/06/2014","16/06/2026","Nominated by LA and appointed by GB","",""
"1626277","110391","","","Governor","Mr","Richard","","Ablitt","12/10/2022","11/10/2025","Appointed by GB/board","",""
"1709748","110391","","","Governor","Mr","Mark","","Slater","14/12/2022","13/12/2026","Elected by parents","",""
"1709749","110391","","","Governor","Mrs","Tracey","","Whitehill","15/03/2023","14/12/2025","Appointed by GB/board","",""
"1709751","110391","","","Governor","Mr","Rick","","Avory","30/10/2022","31/12/2025","Appointed by GB/board","",""
"1794372","110391","","","Governor","","Su Lin Lin","","Hithersay","13/12/2023","14/12/2025","Elected by parents","",""
"1794376","110391","","","Governor","","Jessica","","Charman","09/07/2024","08/07/2028","Elected by parents","",""
"1869223","110391","","","Governor","Mr","Stephen","","Green","10/09/2025","09/09/2029","Appointed by GB/board","",""
"1869249","110391","","","Governor","Mr","Joe","","Griffin","19/05/2025","18/05/2029","Elected by parents","",""
"1869251","110391","","","Governor","Mr","Matthew","","Tope","19/05/2025","18/05/2029","Elected by parents","",""
"1464712","110393","","","Governor","Mrs","Shelley","","Bowyer","22/09/2022","21/09/2026","Appointed by GB/board","",""
"1464713","110393","","","Governor","Ms","Danielle","","Bowman","19/11/2022","18/11/2026","Appointed by GB/board","",""
"1569730","110393","","","Chair of Governors","Mr","Paul","","Riglar","01/09/2020","31/08/2028","Appointed by GB/board","",""
"1649904","110393","","","Governor","Mrs","Nicola","","Gazzard","01/09/2022","31/08/2026","Elected by parents","",""
"1704087","110393","","","Governor","Mrs","Lucy","","Llewellyn","29/09/2023","28/09/2027","Elected by parents","",""
"1704097","110393","","","Governor","Mrs","Fiona","","Oaklands","28/09/2023","27/09/2027","Appointed by GB/board","",""
"1709581","110393","","","Governor","Mr","Joshua","","Bradshaw","27/11/2023","26/11/2027","Elected by school staff","",""
"1782207","110393","","","Governor","Ms","Grace","","McShane","11/10/2024","10/10/2028","Elected by parents","",""
"1799682","110393","","","Governor","Ms","Melissa","","Goodman","31/01/2025","30/01/2029","Elected by parents","",""
"1814191","110393","","","Governor","Mr","Andrew","","Pitman","14/03/2025","12/03/2029","Appointed by GB/board","",""
"1814193","110393","","","Governor","Mrs","Jane","","Rylett","14/03/2025","20/11/2025","Appointed by GB/board","",""
"1079985","110394","","","Governor","Mr","Paul","","Quinton","01/01/2015","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1175062","110394","","","Governor","Mrs","Sandra","","Ottaway","01/09/2019","31/08/2027","Appointed by GB/board","",""
"1426333","110394","","","Governor","Mrs","Andrea","","Fergusson","16/12/2019","15/12/2027","Appointed by GB/board","",""
"1502070","110394","","","Governor","Mrs","Maddie","","Palmer","19/12/2020","18/12/2028","Elected by parents","",""
"1569527","110394","","","Governor","Mrs","Sadia","","Farooq","30/03/2020","05/12/2025","Appointed by GB/board","",""
"1633314","110394","","","Governor","Doctor","John","","Browne","12/07/2022","12/02/2026","Appointed by LA","",""
"1724766","110394","","","Governor","Mrs","Joanna","","Cleary","22/11/2023","21/11/2027","Elected by parents","",""
"1724767","110394","","","Governor","Mr","Andrew","","Watt","22/11/2023","21/11/2027","Elected by parents","",""
"1765317","110394","","","Governor","Mrs","Julia","","Ahulu","05/12/2023","31/08/2026","Elected by parents","",""
"1788893","110394","","","Governor","Mr","Salvatore","","Maniscalco","03/12/2024","02/12/2028","Elected by parents","",""
"1823060","110394","","","Chair of Governors","Mr","Andrew","","Watt","16/07/2025","04/12/2027","Appointed by GB/board","",""
"1876112","110394","","","Governor","Mr","Babu","","Palani","02/12/2025","01/12/2029","Appointed by GB/board","",""
"1876113","110394","","","Governor","Mr","Amit","","Choubey","02/12/2025","01/12/2029","Appointed by GB/board","",""
"1892135","110394","","","Governor","Mrs","Saeeda","","Wilson-Andoh","01/09/2026","01/09/2030","Ex-officio by virtue of office as headteacher/principal","",""
"1473360","110395","","","Governor","Mr","Simon","","Billenness","06/11/2024","06/11/2028","Elected by parents","",""
"1606989","110395","","","Chair of Governors","Mr","Keith","","Panes","12/07/2026","11/07/2030","Appointed by GB/board","",""
"1664600","110395","","","Governor","Mrs","Katrina","","Chambers","21/03/2023","20/03/2027","Elected by parents","",""
"1675723","110395","","","Governor","Mr","Steven","","Panes","19/09/2022","18/09/2026","Appointed by GB/board","",""
"1720029","110395","","","Governor","Ms","Karen","","Bridges","21/11/2023","20/11/2027","Appointed by GB/board","",""
"1774290","110395","","","Governor","","David","Anthony","Johnson","15/10/2024","15/10/2028","Appointed by GB/board","",""
"1842515","110395","","","Governor","","Helen","","Jameison","23/09/2025","23/09/2029","Appointed by GB/board","",""
"1886433","110395","","","Governance Professional - Local Authority Maintained School","Mrs","Jade","","Carter","30/06/2026","01/07/2030","N/A","",""
"1542837","110398","","","Governor","Mr","Stephen","","Blundell","16/09/2024","15/09/2028","Appointed by GB/board","",""
"1555562","110398","","","Governor","Mrs","Kirsten","","Farquhar","28/01/2022","27/01/2026","Appointed by GB/board","",""
"1586883","110398","","","Governor","Mrs","Judith","","Chapman","03/03/2022","02/03/2026","Appointed by GB/board","",""
"1633840","110398","","","Governor","Mrs","Antoinette","","Quinn","21/11/2022","20/11/2025","Appointed by GB/board","",""
"1656510","110398","","","Governor","Mrs","Shraddha","","Bhuva","02/03/2023","01/03/2027","Appointed by GB/board","",""
"1725795","110398","","","Chair of Governors","Mrs","Kirsten","","Farquhar","01/09/2023","27/01/2026","Appointed by GB/board","",""
"1731877","110398","","","Governor","Ms","Kathryn","","Kitson","11/03/2024","10/03/2028","Nominated by LA and appointed by GB","",""
"1832026","110398","","","Governor","Mrs","Shopna Sri Range","","Jeevan","21/07/2025","20/11/2025","Elected by parents","",""
"1832029","110398","","","Governor","Mrs","Gill","","Townsend","21/07/2025","20/07/2029","Nominated by LA and appointed by GB","",""
"1864872","110398","","","Governor","Mrs","Yvette","","Bowler","01/04/2025","31/03/2029","Elected by school staff","",""
"1864873","110398","","","Governor","Mrs","Molly","","McGirr-Blanchard","09/01/2026","08/01/2030","Elected by parents","",""
"1864875","110398","","","Governor","Mrs","Jessica","Ann","Gilbert","09/01/2026","08/01/2030","Elected by parents","",""
"1864880","110398","","","Chair of Governors","Mr","Amardeep","","Malik","01/04/2021","16/03/2029","Appointed by GB/board","",""
"1493682","110399","","","Governor","Mrs","Claire","","McGarragh","20/09/2022","19/09/2026","Appointed by GB/board","",""
"1735034","110399","","","Governor","Mr","Paul","","Wilson","20/09/2022","19/09/2026","Appointed by GB/board","",""
"1771152","110399","","","Chair of Governors","Mr","Paul","","Wilson","20/09/2022","31/08/2028","Nominated by LA and appointed by GB","",""
"1771153","110399","","","Governor","Mr","Luke","","Smith","01/10/2024","30/09/2028","Appointed by GB/board","",""
"1771154","110399","","","Governor","Mr","John","","Burgess","01/10/2024","30/09/2028","Elected by parents","",""
"1771911","110399","","","Governor","Miss","Claire","","Pollendine","30/04/2024","29/04/2028","Elected by school staff","",""
"1892864","110399","","","Governor","Mrs","Adrienne","","Wright","11/03/2025","10/03/2029","Appointed by GB/board","",""
"1054456","110400","","","Governor","Mr","Malcolm","","Dobell","22/10/2025","21/10/2029","Nominated by LA and appointed by GB","",""
"1501481","110400","","","Governor","Mr","Jonathan","","Cursley","30/06/2024","29/06/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1746937","110400","","","Chair of Governors","Mrs","Sophie","","Sarginson","21/11/2024","20/11/2028","Appointed by GB/board","",""
"1746940","110400","","","Governor","Mrs","Amy","","Egurrola","15/11/2023","14/11/2027","Appointed by GB/board","",""
"1746951","110400","","","Governor","Miss","Louise","","McDonald","15/11/2023","01/11/2025","Elected by parents","",""
"1771886","110400","","","Governor","Mrs","Michelle","","Morris","20/05/2024","19/05/2028","Elected by school staff","",""
"1771901","110400","","","Governor","Mr","Philip","","Webster","30/06/2026","29/06/2030","Appointed by GB/board","",""
"1772015","110400","","","Governor","","Parent Governor","","Vacancy","01/10/2024","30/09/2028","Elected by parents","",""
"1782199","110400","","","Governor","Mr","Mustapha","","Bathuruzamaan","12/02/2026","11/02/2030","Appointed by GB/board","",""
"1791303","110400","","","Governor","Mrs","Milly","","Azordegan-Lenihan","20/01/2025","19/01/2029","Appointed by GB/board","",""
"1825775","110400","","","Governor","Mrs","Lucy","","Oakes","14/07/2025","13/07/2029","Elected by parents","",""
"1866415","110400","","","Governor","Dr","Simisola","","Duro-Pirisola","12/02/2026","11/02/2030","Appointed by GB/board","",""
"1527378","110401","","","Governor","Mrs","Jessica","","Fellowes","01/09/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1527382","110401","","","Governor","Mr","Brian","","Glover","25/01/2023","24/01/2027","Appointed by GB/board","",""
"1527390","110401","","","Governor","Mrs","Sue","","Lisanti","22/10/2022","21/10/2026","Appointed by GB/board","",""
"1642969","110401","","","Chair of Governors","","Carol","","Burns","15/10/2024","14/10/2028","Appointed by GB/board","",""
"1642981","110401","","","Governor","Mrs","Claire","","Louis-White","20/09/2022","19/09/2026","Appointed by GB/board","",""
"1712700","110401","","","Governor","","Romina","Tatiana","Rashid","05/07/2023","04/07/2027","Elected by parents","",""
"1816377","110401","","","Governor","","Jo","","Hammett","03/03/2025","02/03/2029","Elected by parents","",""
"1816379","110401","","","Governor","","Elena","","Stoian","03/03/2025","02/03/2029","Elected by parents","",""
"1844098","110401","","","Governor","","Lisa","","McDonald","15/10/2025","14/10/2029","Appointed by GB/board","",""
"1844102","110401","","","Governor","","Victoria","","Meredith","25/06/2025","24/06/2029","Elected by school staff","",""
"1376072","110403","","","Governor","Ms","Emma","","Brunell","18/06/2023","17/06/2027","Appointed by GB/board","",""
"1577201","110403","","","Governor","Mrs","Ebony","","Hughes","23/11/2025","22/11/2029","Appointed by GB/board","",""
"1661958","110403","","","Chair of Governors","Mrs","Sanam","","Khan","23/03/2023","26/11/2025","Appointed by GB/board","",""
"1665396","110403","","","Governor","Mrs","Saima","","Ibrahim","26/03/2023","25/03/2027","Appointed by GB/board","",""
"1665400","110403","","","Governor","Mrs","Matthew","","Lamming","14/11/2022","13/11/2026","Appointed by GB/board","",""
"1704766","110403","","","Governor","Mr","Richard","","Rints","10/07/2023","09/07/2027","Appointed by GB/board","",""
"1719706","110403","","","Governor","Mrs","Jana","","Lenehan","07/10/2023","06/10/2027","Appointed by GB/board","",""
"1734133","110403","","","Governor","Mrs","Sonia","","Bowker","14/03/2024","13/03/2028","Appointed by GB/board","",""
"1791773","110403","","","Governor","Mrs","Sewa","","Rotimi","27/11/2024","26/11/2028","Appointed by GB/board","",""
"1791785","110403","","","Governor","Mr","Chistia","","Syed","27/11/2024","26/11/2028","Appointed by GB/board","",""
"1791793","110403","","","Governor","Mr","Toyin","","Akanbi","27/11/2024","26/11/2028","Elected by parents","",""
"1791802","110403","","","Governor","Mrs","Philippa","","Bowley","27/11/2024","26/11/2028","Elected by parents","",""
"1810629","110403","","","Governor","Mrs","Fiona","","Gee","16/03/2025","15/03/2029","Appointed by GB/board","",""
"1849398","110403","","","Governor","Mrs","Sanam","","Khan","14/11/2022","13/11/2026","Appointed by GB/board","",""
"1849405","110403","","","Chair of Governors","Mrs","Nicola","","Bibby","26/11/2025","26/11/2028","Appointed by GB/board","",""
"1103562","110404","","","Governor","Mrs","Felicity","","Cockbaine","02/07/2017","29/04/2026","Appointed by GB/board","",""
"1409745","110404","","","Chair of Governors","Mrs","Joanna","","Grant","12/11/2019","25/03/2026","Appointed by GB/board","",""
"1697960","110404","","","Governor","Miss","Orlaith","","O'Hanlon","04/10/2023","29/04/2026","Appointed by GB/board","",""
"1729440","110404","","","Governor","Miss","Danielle","","Lewington","27/02/2024","29/04/2026","Parent appointed by GB/board due to no election candidates","",""
"1744953","110404","","","Governor","Mr","Paul","","Simmonds","11/03/2024","29/04/2026","Appointed by LA","",""
"1768555","110404","","","Governor","Ms","Adwowa","","Larbi Ntim","09/10/2024","29/04/2026","Appointed by foundation/Trust","",""
"1809598","110404","","","Governor","Mrs","Kylie","Rebecca","Richardson","31/01/2025","29/04/2026","Elected by parents","",""
"1397440","110405","","","Governor","Reverend","Coralie","","Mansfield","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1533232","110405","","","Governor","Mrs","Emma","","Wallace","14/07/2025","14/07/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1575014","110405","","","Governor","Mrs","Ann","","Winter","10/01/2022","20/05/2026","Appointed by GB/board","",""
"1589883","110405","","","Governor","Miss","Victoria","","Morgan","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1590003","110405","","","Governor","Mr","Noel","","Sibbald","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1626075","110405","","","Governor","Mrs","Danielle","","Kipling","07/10/2022","06/10/2026","Appointed by GB/board","",""
"1674053","110405","","","Governor","Mrs","Vicky","","Kingston","19/05/2023","18/05/2027","Elected by parents","",""
"1734705","110405","","","Chair of Governors","Miss","Victoria","","Morgan","01/03/2024","22/10/2025","Appointed by GB/board","",""
"1734711","110405","","","Governor","Mr","Stuart","","Ayling","02/09/2022","26/11/2025","Foundation/sponsor members","",""
"1737217","110405","","","Governor","Mr","Daniel","","Jackson","27/03/2024","26/03/2028","Appointed by GB/board","",""
"1741161","110405","","","Governor","Mrs","Frances","","Gale","17/04/2024","16/04/2028","Appointed by GB/board","",""
"1846337","110405","","","Chair of Governors","Mr","Noel","","Sibbald","22/10/2025","01/09/2026","Appointed by GB/board","",""
"1852367","110405","","","Governor","Mr","Giles","","Fern","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1852368","110405","","","Governor","Mrs","Laura-Jane","","Leggett","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1880696","110405","","","Governor","Mrs","Joanna","","Young","27/04/2026","26/04/2030","Appointed by GB/board","",""
"1890753","110405","","","Governor","Dr","Victoria","","Morgan","02/09/2026","01/09/2030","Appointed by GB/board","",""
"1891617","110405","","","Chair of Governors","Mr","Noel","","Sibbald","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1891618","110405","","","Governor","Reverend","Coralie","","Mansfield","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1342678","110406","","","Governor","Reverend","Coralie","","Mansfield","02/09/2022","01/09/2026","Foundation/sponsor members","",""
"1536313","110406","","","Governor","Mrs","Emma","","Wallace","14/07/2025","14/07/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1574955","110406","","","Governor","Mrs","Ann","","Winter","10/01/2022","20/05/2026","Appointed by GB/board","",""
"1589881","110406","","","Governor","Dr","Victoria","","Morgan","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1590007","110406","","","Governor","Mr","Noel","","Sibbald","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1626076","110406","","","Governor","Mrs","Danielle","","Kipling","07/10/2022","06/10/2026","Appointed by GB/board","",""
"1674061","110406","","","Governor","Mrs","Vicky","","Kingston","19/05/2023","18/05/2027","Elected by parents","",""
"1734712","110406","","","Chair of Governors","Dr","Victoria","","Morgan","01/03/2024","22/10/2025","Appointed by GB/board","",""
"1734714","110406","","","Governor","Mr","Stuart","","Ayling","02/09/2022","26/11/2025","Foundation/sponsor members","",""
"1741162","110406","","","Governor","Mrs","Frances","","Gale","17/04/2024","16/04/2028","Appointed by GB/board","",""
"1846385","110406","","","Chair of Governors","Mr","Noel","","Sibbald","22/10/2025","01/09/2026","Appointed by GB/board","",""
"1852369","110406","","","Governor","Mr","Giles","","Fern","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1852370","110406","","","Governor","Mrs","Laura-Jane","","Leggett","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1880697","110406","","","Governor","Mrs","Joanna","","Young","27/04/2026","26/04/2030","Appointed by GB/board","",""
"1890755","110406","","","Governor","Dr","Victoria","","Morgan","02/09/2026","01/09/2030","Appointed by GB/board","",""
"1891621","110406","","","Chair of Governors","Mr","Noel","","Sibbald","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1891629","110406","","","Governor","Reverend","Coralie","","Mansfield","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1397308","110407","","","Governor","Reverend","Coralie","","Mansfield","02/09/2022","01/09/2026","Foundation/sponsor members","",""
"1575011","110407","","","Governor","Mrs","Ann","","Winter","10/01/2022","20/05/2026","Appointed by GB/board","",""
"1589890","110407","","","Governor","Miss","Victoria","","Morgan","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1590008","110407","","","Governor","Mr","Noel","","Sibbald","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1626078","110407","","","Governor","Mrs","Danielle","","Kipling","07/10/2022","06/10/2026","Appointed by GB/board","",""
"1674064","110407","","","Governor","Mrs","Vicky","","Kingston","19/05/2023","18/05/2027","Elected by parents","",""
"1734724","110407","","","Chair of Governors","Miss","Victoria","","Morgan","01/03/2024","22/10/2025","Appointed by GB/board","",""
"1734734","110407","","","Governor","Mr","Stuart","","Ayling","02/09/2022","26/11/2025","Foundation/sponsor members","",""
"1737218","110407","","","Governor","Mr","Daniel","","Jackson","27/03/2024","26/03/2028","Appointed by GB/board","",""
"1741164","110407","","","Governor","Mrs","Frances","","Gale","17/04/2024","16/04/2028","Appointed by GB/board","",""
"1775222","110407","","","Governor","Mrs","Emma","","Wallace","14/07/2025","14/07/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1846389","110407","","","Chair of Governors","Mr","Noel","","Sibbald","22/10/2025","01/09/2026","Appointed by GB/board","",""
"1852371","110407","","","Governor","Mr","Giles","","Fern","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1880698","110407","","","Governor","Mrs","Joanna","","Young","27/04/2026","26/04/2030","Appointed by GB/board","",""
"1890762","110407","","","Governor","Dr","Victoria","","Morgan","02/09/2026","01/09/2030","Appointed by GB/board","",""
"1891624","110407","","","Chair of Governors","Mr","Noel","","Sibbald","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1891628","110407","","","Governor","Reverend","Coralie","","Mansfield","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1271876","110408","","","Governor","Mrs","Emma","","Wallace","14/07/2025","14/07/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1342994","110408","","","Governor","Reverend","Coralie","","Mansfield","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1576265","110408","","","Governor","Mrs","Ann","","Winter","10/01/2022","20/05/2026","Appointed by GB/board","",""
"1589896","110408","","","Governor","Miss","Victoria","","Morgan","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1590011","110408","","","Governor","Mr","Noel","","Sibbald","02/09/2022","01/09/2026","Appointed by GB/board","",""
"1648557","110408","","","Governor","Mrs","Danielle","","Kipling","07/10/2022","06/10/2026","Appointed by GB/board","",""
"1674070","110408","","","Governor","Mrs","Vicky","","Kingston","19/05/2023","18/05/2027","Elected by parents","",""
"1734747","110408","","","Chair of Governors","Miss","Victoria","","Morgan","01/03/2024","22/10/2025","Appointed by GB/board","",""
"1734748","110408","","","Governor","Mr","Stuart","","Ayling","02/09/2022","26/11/2025","Foundation/sponsor members","",""
"1737223","110408","","","Governor","Mr","Daniel","","Jackson","27/03/2024","26/03/2028","Appointed by GB/board","",""
"1741167","110408","","","Governor","Mrs","Frances","","Gale","17/04/2024","16/04/2028","Appointed by GB/board","",""
"1846399","110408","","","Chair of Governors","Mr","Noel","","Sibbald","22/10/2025","01/09/2026","Appointed by GB/board","",""
"1852372","110408","","","Governor","Mr","Giles","","Fern","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1852373","110408","","","Governor","Mrs","Laura-Jane","","Leggett","22/10/2025","21/10/2029","Appointed by GB/board","",""
"1880700","110408","","","Governor","Mrs","Joanna","","Young","27/04/2026","26/04/2030","Appointed by GB/board","",""
"1890765","110408","","","Governor","Dr","Victoria","","Morgan","02/09/2026","01/09/2030","Appointed by GB/board","",""
"1891625","110408","","","Chair of Governors","Mr","Noel","","Sibbald","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1891627","110408","","","Governor","Reverend","Coralie","","Mansfield","02/09/2026","01/09/2030","Appointed by foundation/Trust","",""
"1636104","110410","","","Governor","Mr","James","","Peppiatt","20/06/2022","19/06/2030","Appointed by GB/board","",""
"1636110","110410","","","Governor","Mrs","Lucianne","","Guntner-Jones","28/11/2022","29/06/2026","Appointed by GB/board","",""
"1699753","110410","","","Chair of Governors","Mrs","Jo","","Coxall","26/06/2015","07/07/2027","Appointed by GB/board","",""
"1699754","110410","","","Governor","Mr","John","","Hockley","03/12/2014","02/12/2026","Appointed by foundation/Trust","",""
"1699755","110410","","","Governor","Mr","Mike","","Mortimer","25/06/2015","07/07/2027","Appointed by GB/board","",""
"1738161","110410","","","Governor","Mrs","Alexandra","","Kamm","23/10/2019","29/06/2026","Appointed by foundation/Trust","",""
"1738162","110410","","","Governor","Mrs","Esther","","Scott","06/03/2024","05/03/2028","Appointed by GB/board","",""
"1791805","110410","","","Governor","Mrs","Julie","","Child","25/11/2024","24/11/2028","Nominated by LA and appointed by GB","",""
"1849727","110410","","","Governor","Mr","Ben","","Brackstone","24/11/2025","23/11/2029","Appointed by GB/board","",""
"1849730","110410","","","Governor","Mr","Aaron","","Kendall","24/11/2025","23/11/2029","Appointed by GB/board","",""
"1657312","110411","","","Governor","Mr","Alan","","Clements","01/02/2023","31/01/2027","Appointed by foundation/Trust","",""
"1657313","110411","","","Governor","Mr","Robert","","Lawrence","09/09/2021","31/12/2026","Appointed by GB/board","",""
"1741134","110411","","","Governor","Mrs","Hannah","","Lyon","01/05/2023","01/05/2027","Appointed by GB/board","",""
"1763428","110411","","","Chair of Governors","Mr","Alan","","Clements","01/09/2024","31/01/2027","Appointed by GB/board","",""
"1779511","110411","","","Governor","Mrs","Samantha","","Clements","01/10/2024","01/10/2028","Appointed by GB/board","",""
"1779513","110411","","","Governor","Ms","Katie","","Sykes","01/10/2024","01/10/2028","Appointed by GB/board","",""
"1779516","110411","","","Governor","Mrs","Kim","","Price","30/10/2024","30/10/2028","Nominated by LA and appointed by GB","",""
"1779521","110411","","","Governor","Mrs","Garcia","","Williamson","01/10/2024","01/10/2028","Appointed by foundation/Trust","",""
"1798140","110411","","","Governor","Mrs","Bethan","","Brown","01/09/2021","01/09/2031","Appointed by trustees","",""
"1811781","110411","","","Governor","Ms","Lucy","","Exley","22/03/2022","22/03/2026","Elected by school staff","",""
"1866080","110411","","","Governor","Mr","Sam","","Matthewlynn","01/12/2025","01/12/2028","Appointed by GB/board","",""
"1866081","110411","","","Governor","Ms","Victoria","","Leslie","01/12/2025","01/12/2028","Appointed by GB/board","",""
"1633220","110412","","","Chair of Governors","Mrs","Katherine","","duPlessis","19/10/2020","19/10/2025","Appointed by GB/board","",""
"1633232","110412","","","Governor","Mrs","Steph","","Reddington","17/10/2022","17/10/2026","Appointed by GB/board","",""
"1654098","110412","","","Governor","Mrs","Rachel","","Johns","20/02/2023","19/02/2027","Parent appointed by GB/board due to no election candidates","",""
"1700726","110412","","","Governor","Dr","Emily","","Betts","27/03/2023","26/03/2027","Appointed by GB/board","",""
"1733420","110412","","","Governor","Mr","Simon","","Hall","05/02/2024","04/02/2028","Appointed by GB/board","",""
"1736965","110412","","","Governor","Miss","Sarah","","Brew","15/04/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1843935","110412","","","Chair of Governors","Mrs","Katherine","","du Plessis","14/11/2023","13/11/2027","Foundation/sponsor members","",""
"1859206","110412","","","Governor","Mr","Chris","","Dunmall","13/11/2025","13/11/2029","Appointed by GB/board","",""
"1859211","110412","","","Governor","Mr","Max","","Burton","13/11/2025","13/11/2029","Appointed by GB/board","",""
"1892821","110412","","","Governor","Mr","Nicholas","","Bond","02/02/2026","01/02/2030","Appointed by GB/board","",""
"1777601","110414","","","Governor","Mrs","Kay","","Carter","03/07/2023","02/07/2027","Nominated by LA and appointed by GB","",""
"1777603","110414","","","Governor","Dr","Alistair","","Davies","22/05/2024","21/05/2028","Elected by parents","",""
