"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1881933","145408","","","Local Governor","Mr","Daniel","","Hughes","22/05/2026","21/05/2030","Elected by parents","",""
"1689407","145409","","","Local Governor","Mr","Dirk","","Werling","26/05/2017","25/05/2029","Elected by parents","",""
"1689441","145409","","","Local Governor","Mrs","Laura","","Downer","30/01/2023","29/01/2027","Appointed by academy members","",""
"1745714","145409","","","Local Governor","Dr","Adnan","","Mir","13/06/2024","13/06/2028","Elected by parents","",""
"1755543","145409","","","Chair of Local Governing Body","Ms","Sarah","","Merrigan","24/07/2024","23/07/2028","Appointed by foundation/Trust","",""
"1813203","145409","","","Local Governor","Mr","Chris","","Gearing","28/01/2025","27/01/2029","Elected by school staff","",""
"1890412","145409","","","Local Governor","Ms","Meridith","","Tinker","11/06/2026","11/06/2030","Appointed by GB/board","",""
"1890415","145409","","","Local Governor","Mrs","Natalie","","Moore","02/09/2026","02/09/2030","Appointed by GB/board","",""
"1374232","145410","","","Local Governor","Rev","David","","Chesney","01/01/2022","31/12/2025","Appointed by GB/board","",""
"1374238","145410","","","Local Governor","Mr","Tim","","Harrison","01/01/2022","31/12/2029","Appointed by foundation/Trust","",""
"1569100","145410","","","Chair of Local Governing Body","Mr","Andrew","","Overton","01/01/2022","31/12/2029","Appointed by foundation/Trust","",""
"1608695","145410","","","Local Governor","Ms","Lola","","Akinlade","01/09/2022","31/08/2026","Elected by parents","",""
"1692119","145410","","","Local Governor","Dr","Jeffery","","Quaye","20/03/2023","19/03/2027","Appointed by foundation/Trust","",""
"1692120","145410","","","Local Governor","Mr","Oghale","","Onyidu","23/06/2023","22/06/2027","Parent appointed by GB/board due to no election candidates","",""
"1751810","145410","","","Local Governor","","Christopher","","Edwards-Earl","27/06/2024","31/08/2028","Appointed by foundation/Trust","",""
"1751811","145410","","","Local Governor","","Danielle","","Gilmartin","27/06/2024","31/08/2028","Appointed by trustees","",""
"1751813","145410","","","Local Governor","","Adam","","Akbar","07/06/2024","31/08/2028","Appointed by GB/board","",""
"1777128","145410","","","Local Governor","Mrs","Reenell","","Roach Williams","01/01/2022","31/12/2029","Appointed by GB/board","",""
"1827834","145410","","","Local Governor","Mr","Steven","","Bates","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1883253","145410","","","Local Governor","","Stephanie","","Shaldas","01/06/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1283855","145411","","","Chair of Local Governing Body","Mrs","Annette","","Beckwith","24/06/2025","23/06/2029","Appointed by foundation/Trust","",""
"1283858","145411","","","Local Governor","Mr","Thomas","","Gudgeon","24/06/2025","23/06/2029","Appointed by foundation/Trust","",""
"1693348","145411","","","Local Governor","Miss","Jordan","","Peacock","01/09/2025","31/08/2027","Elected by school staff","",""
"1693352","145411","","","Local Governor","Miss","Katie","","Turnbull","01/09/2025","31/08/2027","Elected by school staff","",""
"1711642","145411","","","Local Governor","Mr","Ben","","Hawkins","01/11/2025","31/10/2027","Elected by parents","",""
"1753903","145411","","","Local Governor","Mrs","Samantha","","McCarthy","23/02/2024","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1792209","145411","","","Local Governor","Mrs","Amanda","","Simmons","17/12/2024","16/12/2028","Appointed by foundation/Trust","",""
"1792210","145411","","","Local Governor","Councillor","Barbara","","Brodigan","17/12/2024","16/12/2028","Appointed by foundation/Trust","",""
"1834951","145411","","","Local Governor","Mr","Andrew","","Haywood","01/09/2025","05/03/2026","Elected by parents","",""
"1303095","145412","","","Local Governor","Mrs","Laura","Anne","Gilhespy","17/03/2026","16/03/2030","Appointed by foundation/Trust","",""
"1303096","145412","","","Local Governor","Mrs","Zoe","Elizabeth","Carr O.B.E.","01/02/2018","01/02/2030","Ex-officio by virtue of office as headteacher/principal","",""
"1499449","145412","","","Local Governor","Miss","Julie","","Phazey","01/01/2021","01/03/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1577251","145412","","","Chair of Local Governing Body","Mr","Graham","","Morgan","01/02/2026","31/01/2030","Appointed by GB/board","",""
"1580482","145412","","","Local Governor","Mrs","Elizabeth","","McDonough","14/02/2022","13/02/2026","Elected by parents","",""
"1587524","145412","","","Local Governor","Mrs","Kelly","","Richardson","10/03/2022","09/03/2026","Appointed by foundation/Trust","",""
"1667836","145412","","","Local Governor","Mrs","Lydia","","Coulson","25/04/2023","24/04/2027","Appointed by GB/board","",""
"1728445","145412","","","Local Governor","Mr","David","","Nisbet","30/01/2024","23/06/2026","Appointed by GB/board","",""
"1781212","145412","","","Local Governor","Mrs","Danielle","","Richardson","16/10/2024","30/09/2025","Elected by school staff","",""
"1796976","145412","","","Local Governance Professional - Individual Academy or Free School","","Clare","","Wandless","01/06/2026","31/05/2036","N/A","",""
"1805278","145412","","","Local Governor","","Faye","","Morris","14/03/2025","13/03/2029","Appointed by GB/board","",""
"1833665","145412","","","Local Governor","","Helen","","Todd","26/09/2025","25/09/2029","Elected by parents","",""
"1858455","145412","","","Local Governor","","Jessica","","Mole","07/10/2025","06/10/2029","Elected by school staff","",""
"1867174","145412","","","Local Governor","","Elizabeth","","McDonough","14/02/2026","13/02/2030","Appointed by GB/board","",""
"1869495","145412","","","Local Governor","","Susie","","Drake","01/03/2026","28/02/2036","Ex-officio by virtue of office as headteacher/principal","",""
"1712388","145413","","","Local Governor","Mr","Gary","","Aiston","21/07/2023","20/07/2027","Appointed by GB/board","",""
"1712389","145413","","","Local Governor","Miss","Alice","","Clack","21/11/2023","21/11/2027","Elected by school staff","",""
"1769239","145413","","","Chair of Local Governing Body","Mrs","Sylvia","","Ashton","21/03/2024","20/03/2028","Appointed by GB/board","",""
"1816635","145413","","","Local Governor","Mr","Patrick","","Wallace","30/01/2025","29/01/2029","Appointed by GB/board","",""
"1845335","145413","","","Local Governor","Mr","Andrew","","Kaye","09/10/2025","08/10/2029","Parent appointed by GB/board due to no election candidates","",""
"1627876","145414","","","Local Governor","Mr","David","","Shakeshaft","01/09/2022","31/08/2026","Appointed by academy members","",""
"1627877","145414","","","Local Governor","Mrs","Linda","","Webster","01/09/2022","31/08/2026","Appointed by GB/board","",""
"1769116","145414","","","Local Governor","Ms","Gemma","","Thompson","01/06/2023","01/06/2027","Appointed by GB/board","",""
"1867243","145414","","","Chair of Local Governing Body","Miss","Jayne","","Harris","14/05/2025","31/08/2026","Appointed by GB/board","",""
"1867244","145414","","","Local Governor","Mrs","Joanne","","Smith","14/05/2025","31/08/2026","Appointed by GB/board","",""
"1867250","145414","","","Local Governor","Mr","Richard","","Gould","01/09/2024","31/08/2028","Ex-officio by virtue of office as headteacher/principal","",""
"1279350","145415","","","Chair of Local Governing Body","Mr","Ronald","","Harris","01/01/2018","01/10/2025","Appointed by foundation/Trust","",""
"1716045","145415","","","Local Governor","Dr","Patricia","","Boyd","22/12/2023","21/12/2027","Appointed by foundation/Trust","",""
"1716046","145415","","","Local Governor","Mr","Alan","","Clayton","22/12/2023","21/12/2027","Appointed by foundation/Trust","",""
"1804860","145415","","","Local Governor","Mr","Stuart","","Begley","21/03/2025","20/03/2029","Elected by parents","",""
"1815775","145415","","","Local Governor","Mrs","Katie","","Kavanagh","03/06/2025","01/10/2025","Appointed by trustees","",""
"1818799","145415","","","Local Governor","Mrs","Denise","","Gibbs-Naguar","28/04/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1822640","145415","","","Local Governance Professional - Individual Academy or Free School","Ms","Sam","","Jannaway","02/09/2024","","N/A","",""
"1847085","145415","","","Chair of Local Governing Body","Mrs","Katie","","Kavanagh","02/10/2025","02/06/2029","Appointed by GB/board","",""
"1847086","145415","","","Local Governor","Mr","Ronald","","Harris","02/10/2025","30/03/2026","Appointed by academy members","",""
"1882278","145415","","","Local Governor","Mrs","Jane","","Kent","10/06/2026","09/06/2030","Elected by school staff","",""
"1545774","145420","","","Local Governor","Mr","Robert","","Roy","27/09/2021","26/09/2029","Appointed by GB/board","",""
"1563952","145420","","","Local Governor","Mr","Michael","","Pearce","01/12/2021","30/11/2029","Appointed by GB/board","",""
"1611700","145420","","","Local Governor","Mr","Gregory","Aidan","Hunter","13/09/2022","12/09/2030","Appointed by GB/board","",""
"1712131","145420","","","Local Governor","Ms","Nancy","","Bueffler","23/11/2023","22/11/2027","Elected by parents","",""
"1752030","145420","","","Local Governor","Mrs","Alice","","Edgington","16/07/2024","15/07/2028","Appointed by GB/board","",""
"1752041","145420","","","Local Governor","Miss","Ruth","","Palmer","16/07/2024","18/11/2025","Parent appointed by GB/board due to no election candidates","",""
"1752044","145420","","","Chair of Local Governing Body","Mr","Gregory","","Hunter","16/07/2024","12/09/2030","Appointed by GB/board","",""
"1754710","145420","","","Local Governor","Miss","Louise","","Feaver","02/09/2024","18/03/2026","Appointed by GB/board","",""
"1783165","145420","","","Local Governor","Ms","Andrea","","Bowman","10/12/2024","10/09/2025","Appointed by GB/board","",""
"1793604","145420","","","Local Governance Professional - Individual Academy or Free School","","Katie","","Swire","15/01/2024","","N/A","",""
"1805830","145420","","","Local Governor","Ms","Jodi","","Bonkowski","25/03/2025","24/03/2029","Appointed by GB/board","",""
"1823694","145420","","","Local Governor","Mr","Benjamin","","Williams","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1854231","145420","","","Local Governor","Doctor","Natasha","","Palmer","16/12/2025","15/12/2029","Appointed by GB/board","",""
"1870748","145420","","","Local Governor","Ms","Suvi-Marja","","Matila","27/02/2026","08/05/2026","Elected by parents","",""
"1886526","145420","","","Local Governor","Mrs","Lisa","","Vick","14/07/2026","13/07/2030","Appointed by GB/board","",""
"1726596","145421","","","Local Governor","Mrs","Janine","","Travi","01/01/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1778971","145421","","","Chair of Local Governing Body","Mr","Olatunde","","Makanjuola","04/11/2024","03/11/2025","Appointed by GB/board","",""
"1794028","145421","","","Local Governor","Mrs","Olariyike","","Ariyo","17/10/2024","16/10/2027","Parent appointed by GB/board due to no election candidates","",""
"1794047","145421","","","Local Governor","Mrs","Nikki","","Relf","13/01/2025","27/04/2026","Appointed by GB/board","",""
"1804670","145421","","","Local Governor","Mr","Harry","","Ryan","28/04/2025","27/04/2028","Elected by parents","",""
"1808210","145421","","","Local Governor","Ms","Annie","","Bristow","01/01/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1842589","145421","","","Local Governor","Mrs","Lauren","","Johnson","01/09/2025","31/08/2028","Elected by school staff","",""
"1845503","145421","","","Chair of Local Governing Body","Mrs","Janine","","Rose","12/11/2025","11/11/2026","Appointed by GB/board","",""
"1885835","145421","","","Local Governor","Mrs","Kajal","","Mistry","19/06/2026","18/06/2029","Appointed by GB/board","",""
"1885836","145421","","","Local Governor","Mrs","Nicola","","Graham","19/06/2026","18/06/2029","Appointed by GB/board","",""
"1289586","145422","","","Chair of Local Governing Body","Mrs","Caroline","","Gulliver","11/11/2021","10/11/2025","Appointed by foundation/Trust","",""
"1303115","145422","","","Local Governor","Canon","Anthony","","Bundock","01/01/2023","31/12/2026","Appointed by foundation/Trust","",""
"1385812","145422","","","Local Governor","Mrs","Jill","","Rae","12/09/2022","11/09/2026","Elected by school staff","",""
"1579340","145422","","","Local Governor","Headteacher","Rebecca","","Wright","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1582365","145422","","","Local Governor","Mr","Andrew","","Kann","01/03/2022","28/02/2026","Elected by parents","",""
"1591820","145422","","","Local Governor","Mr","Tim","","Parker","01/04/2022","31/03/2026","Appointed by foundation/Trust","",""
"1743820","145422","","","Local Governor","Mrs","Claudia","","Forero Jurado","16/04/2024","16/04/2028","Elected by parents","",""
"1808744","145422","","","Local Governor","Mr","David","","Williams","09/04/2025","08/04/2029","Appointed by foundation/Trust","",""
"1866701","145422","","","Chair of Local Governing Body","Mrs","Neelam","","Bhardwaja","02/10/2025","01/10/2029","Appointed by foundation/Trust","",""
"1707601","145423","","","Local Governor","Mrs","Rachel","","Bailham","13/11/2023","12/11/2027","Elected by school staff","",""
"1737763","145423","","","Local Governor","Mr","James","","Burton","21/12/2023","20/12/2027","Appointed by GB/board","",""
"1840960","145423","","","Local Governance Professional - Individual Academy or Free School","Mr","Stuart","","Hales","01/01/2020","","N/A","",""
"1840961","145423","","","Local Governor","Mr","Adam","","Burns","12/09/2022","19/05/2026","Appointed by GB/board","",""
"1840963","145423","","","Local Governor","Mrs","Hanna-Beth","","Clarke","07/02/2025","06/02/2029","Appointed by GB/board","",""
"1840967","145423","","","Local Governor","Mrs","Lindsay","","Davies","19/10/2022","18/10/2026","Appointed by GB/board","",""
"1840970","145423","","","Local Governor","Mr","Ben","","Roberts","25/04/2025","24/04/2029","Appointed by GB/board","",""
"1840973","145423","","","Local Governor","Mrs","Lauren","","Woods","26/09/2022","19/05/2026","Elected by parents","",""
"1840986","145423","","","Chair of Local Governing Body","Mr","Xavier","","Castelino","01/03/2021","28/02/2029","Appointed by GB/board","",""
"1840987","145423","","","Local Governor","Mrs","Emily","","Thompson","04/11/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1887178","145423","","","Local Governor","Mr","Dom","","Vicinanza","29/11/2022","28/11/2026","Appointed by GB/board","",""
"1286039","145424","","","Chair of Local Governing Body","Mr","Martin","","Brown","06/11/2022","05/11/2026","Elected by parents","",""
"1363440","145424","","","Local Governor","","Ed","","Gunn","02/04/2023","19/12/2025","Appointed by foundation/Trust","",""
"1663920","145424","","","Local Governor","Dr","Judith","","Lomas","20/03/2023","19/12/2025","Appointed by foundation/Trust","",""
"1675371","145424","","","Local Governor","","William","","Rixon","15/05/2023","14/05/2027","Appointed by foundation/Trust","",""
"1776004","145424","","","Local Governor","Mr","Jackson","","Houseden-Vasquez","08/06/2024","07/06/2028","Appointed by foundation/Trust","",""
"1787014","145424","","","Local Governor","Mrs","Alice","","Lloyd","11/11/2024","10/11/2028","Appointed by foundation/Trust","",""
"1787025","145424","","","Local Governor","Mrs","Jenny","","Wye","11/11/2024","10/11/2028","Appointed by foundation/Trust","",""
"1787027","145424","","","Local Governor","Mrs","Katie","","Street","01/01/2025","31/12/2028","Any additional members appointed by the members of the academy trust","",""
"1840921","145424","","","Local Governor","Mrs","Claire","","Anderson","02/10/2025","01/10/2029","Elected by school staff","",""
"1840936","145424","","","Local Governance Professional - Individual Academy or Free School","Mr","Stuart","","Hales","30/11/2023","","N/A","",""
"1877344","145424","","","Local Governor","Mrs","Jayne","","Hore","01/01/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1737789","145425","","","Local Governor","Mr","Mark","","Askew","01/09/2023","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1737793","145425","","","Local Governor","Mrs","Clair","","Palmer","20/03/2023","14/07/2026","Elected by school staff","",""
"1737795","145425","","","Local Governor","Mr","Matt","","Tavener","13/07/2022","12/07/2026","Appointed by GB/board","",""
"1737799","145425","","","Local Governor","Mr","Arnesh","","Vijay","27/11/2023","26/11/2027","Appointed by GB/board","",""
"1737801","145425","","","Local Governor","Mr","Matt","","Witt","01/09/2023","31/08/2027","Appointed by GB/board","",""
"1799511","145425","","","Local Governor","Mr","Neil","","Trickett","29/11/2024","15/09/2025","Appointed by GB/board","",""
"1821991","145425","","","Chair of Local Governing Body","Mrs","Rebecca","","Taylor","01/09/2023","31/08/2027","Appointed by GB/board","",""
"1821992","145425","","","Local Governor","Mrs","Sophie","","Wilkinson","01/09/2023","28/09/2025","Appointed by GB/board","",""
"1840931","145425","","","Local Governance Professional - Individual Academy or Free School","Mr","Stuart","","Hales","03/11/2021","","N/A","",""
"1877331","145425","","","Local Governor","Dr","Rachel","","Chen","03/04/2026","02/04/2030","Appointed by GB/board","",""
"1877332","145425","","","Local Governor","Mr","Gary","","Saunders","14/11/2025","13/11/2029","Elected by parents","",""
"1877334","145425","","","Local Governor","Mrs","Chloe","","Raval","14/11/2025","13/11/2029","Elected by parents","",""
"1888980","145425","","","Local Governor","Mrs","Rebecca","","Brierley","01/09/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1663554","145426","","","Local Governor","Headteacher","Gemma","carol","Needham","01/04/2023","06/11/2025","Ex-officio by virtue of office as headteacher/principal","",""
"1749994","145426","","","Local Governor","Mr","Tom","","Neill","01/09/2023","31/08/2027","Elected by parents","",""
"1804513","145426","","","Chair of Local Governing Body","Mrs","Deborah","","Mitchelmore","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1804515","145426","","","Local Governor","Mr","James","","Griggs","11/03/2025","10/03/2029","Elected by parents","",""
"1804520","145426","","","Local Governor","Mr","James","","McFarland","20/03/2025","19/03/2029","Appointed by foundation/Trust","",""
"1804531","145426","","","Local Governor","Mrs","Alison","Dawn","Mpouki","20/03/2025","19/03/2029","Appointed by foundation/Trust","",""
"1845166","145426","","","Local Governor","Mrs","Natasha","","Chiswell","07/11/2025","12/04/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1845573","145426","","","Local Governor","Reverend","Kaushal","","David","04/01/2025","03/01/2029","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1845576","145426","","","Local Governor","Mrs","Laura","","Shilladay","09/10/2025","12/04/2026","Appointed by academy members","",""
"1880558","145426","","","Local Governor","Mr","Matthew","","Hudson","13/04/2026","12/04/2030","Ex-officio by virtue of office as headteacher/principal","",""
"1476170","145427","","","Local Governor","","Cheryl","","Johnson","01/01/2023","31/12/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1476173","145427","","","Local Governor","","Lucy","","Blackford","01/11/2022","31/10/2026","Elected by school staff","",""
"1672728","145427","","","Local Governor","","Sarah","","Hill","01/06/2023","31/05/2027","Appointed by GB/board","",""
"1752158","145427","","","Local Governor","Mr","Pierre","","Guilcher","16/05/2024","15/05/2028","Appointed by GB/board","",""
"1843690","145427","","","Chair of Local Governing Body","Miss","Joanne","","Boniface","01/09/2025","31/08/2028","Appointed by GB/board","",""
"1843691","145427","","","Local Governor","Mrs","Susanne","","Combe","01/09/2025","31/12/2025","Appointed by academy members","",""
"1860303","145427","","","Local Governor","Mrs","Emma","","Feakes","16/12/2025","15/12/2029","Appointed by GB/board","",""
"1860304","145427","","","Local Governor","Mr","Elliot","","Hook","09/12/2025","08/12/2029","Appointed by GB/board","",""
"1437828","145428","","","Local Governor","Mr","Ian","Robert","Mayhew","18/03/2020","17/03/2028","Appointed by GB/board","",""
"1460466","145428","","","Local Governor","Mr","Sam","","Fuller","01/09/2020","","Ex-officio by virtue of office as headteacher/principal","",""
"1560976","145428","","","Local Governor","","Karen","","Butler","10/11/2021","09/11/2029","Appointed by GB/board","",""
"1695431","145428","","","Local Governor","Mr","Conor","Mark","McClafferty","27/09/2023","13/02/2026","Elected by school staff","",""
"1697515","145428","","","Local Governor","Mrs","Sheila","","Carnan","04/10/2023","20/10/2025","Appointed by GB/board","",""
"1699976","145428","","","Local Governor","Mrs","Hannah","Marie","Dewhurst","13/10/2023","12/10/2027","Elected by parents","",""
"1750904","145428","","","Local Governor","Miss","Rebecca","Elizabeth","Kingsbury","26/06/2024","26/06/2028","Elected by school staff","",""
"1482915","145429","","","Local Governor","Mrs","Dawn","","Brown","12/11/2020","13/10/2025","Parent appointed by GB/board due to no election candidates","",""
"1570551","145429","","","Local Governor","Mrs","Sarah","","Hall","07/01/2022","06/01/2026","Appointed by GB/board","",""
"1577089","145429","","","Local Governor","Mrs","Rebecca","","Lee","31/01/2022","15/12/2029","Appointed by GB/board","",""
"1584935","145429","","","Local Governor","Councillor","Anne","","Reed","07/03/2022","14/11/2025","Appointed by GB/board","",""
"1630231","145429","","","Local Governor","Mr","Richard","","Pratt","07/11/2022","16/12/2025","Appointed by GB/board","",""
"1634133","145429","","","Chair of Local Governing Body","Mrs","Beth","","Hodgson","14/11/2022","04/09/2030","Appointed by GB/board","",""
"1634134","145429","","","Local Governor","Mrs","Margaret","","Compton","14/11/2022","06/03/2030","Appointed by GB/board","",""
"1636163","145429","","","Local Governor","Mrs","Sarah","","Stoyles","21/11/2022","16/09/2025","Appointed by GB/board","",""
"1647905","145429","","","Local Governor","Mrs","Emma","","Alderson","07/12/2022","06/12/2026","Appointed by GB/board","",""
"1739196","145429","","","Local Governor","Mr","Christopher","","Aitkins","24/04/2024","23/04/2028","Appointed by GB/board","",""
"1754065","145429","","","Local Governor","Ms","Dawn","","Simpson","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1795998","145429","","","Local Governor","Ms","Amy","","Thompson","27/01/2025","06/01/2029","Appointed by GB/board","",""
"1851680","145429","","","Local Governor","Ms","Jane","","Scott","02/12/2025","01/12/2029","Elected by parents","",""
"1851684","145429","","","Local Governor","Ms","Louise","","Hodkinson","27/11/2025","26/11/2029","Elected by parents","",""
"1855925","145429","","","Local Governor","Ms","Ava","","Acaster","06/01/2026","05/01/2030","Appointed by GB/board","",""
"1858714","145429","","","Local Governor","Ms","Carla","","Kay","06/01/2026","05/01/2030","Elected by school staff","",""
"1784179","145430","","","Chair of Local Governing Body","","Kim","","Bristow","04/10/2021","03/10/2029","Appointed by GB/board","",""
"1784182","145430","","","Local Governor","","Vicki","","Blackburn","04/10/2021","03/10/2029","Appointed by foundation/Trust","",""
"1784184","145430","","","Local Governor","","Jacquie","","Hime","24/06/2023","15/09/2025","Appointed by foundation/Trust","",""
"1784185","145430","","","Local Governor","","Linda","","Patterson","17/10/2022","16/10/2026","Appointed by GB/board","",""
"1784187","145430","","","Local Governor","","Julia","","Pipes","13/11/2023","12/11/2027","Appointed by foundation/Trust","",""
"1784188","145430","","","Local Governor","Mr","Bernard","","Smith","05/02/2024","04/02/2028","Appointed by foundation/Trust","",""
"1784189","145430","","","Local Governor","Mr","Darren","","Southam","21/03/2026","20/03/2030","Elected by parents","",""
"1784190","145430","","","Local Governor","","Annie","","Thomson","07/01/2022","31/08/2026","Appointed by foundation/Trust","",""
"1784191","145430","","","Local Governor","","Dawn","","Mason","04/06/2018","","Ex-officio by virtue of office as headteacher/principal","",""
"1800569","145430","","","Local Governor","Dr","Susan","","Taylor","02/12/2024","01/12/2028","Appointed by foundation/Trust","",""
"1885592","145430","","","Local Governor","Mr","Martin","","Botha","09/02/2026","08/02/2030","Elected by parents","",""
"1470834","145431","","","Local Governor","Ms","Ruby","","Thompson","09/07/2020","08/02/2026","Appointed by academy members","",""
"1554786","145431","","","Local Governor","Dr","Carolina","","Font-Palma","04/11/2021","04/11/2025","Appointed by GB/board","",""
"1749739","145431","","","Local Governor","Mrs","Katy","","Wardell","04/07/2024","04/07/2028","Elected by school staff","",""
"1782413","145431","","","Local Governor","Mrs","Gillian","","Beckett","13/07/2023","31/12/2025","Appointed by GB/board","",""
"1782416","145431","","","Local Governor","Mrs","Sara","","Moore","01/09/2024","01/09/2030","Ex-officio by virtue of office as headteacher/principal","",""
"1782417","145431","","","Chair of Local Governing Body","Mrs","Stephanie","","Greenwood","09/07/2020","08/02/2026","Appointed by GB/board","",""
"1791057","145431","","","Local Governance Professional - Individual Academy or Free School","Mrs","Helen","","Harrison","01/09/2023","","N/A","",""
"1853853","145431","","","Local Governor","Mr","Daniel","","Meyerhoff","16/12/2025","16/12/2029","Appointed by foundation/Trust","",""
"1863829","145431","","","Chair of Local Governing Body","Ms","Ruby","","Thompson","09/02/2026","08/07/2026","Appointed by academy members","",""
"1873233","145431","","","Local Governor","Mr","Szabo","","Tibor","13/04/2026","13/04/2030","Elected by parents","",""
"1885943","145431","","","Chair of Local Governing Body","Mrs","Emma","","Newby","09/07/2026","09/07/2030","Appointed by foundation/Trust","",""
"1568764","145435","","","Local Governor","Revd","Kate","","Wharton","01/09/2014","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1568765","145435","","","Local Governor","Mrs","Jill","","Stratford","01/09/2010","","Ex-officio by virtue of office as headteacher/principal","",""
"1579670","145435","","","Local Governor","Ms","Samantha","","Kirk","19/01/2026","18/01/2030","Appointed by foundation/Trust","",""
"1579672","145435","","","Local Governor","Mr","Johnny","","Casswell","17/01/2026","16/01/2030","Elected by school staff","",""
"1726682","145435","","","Local Governor","","Sylvia","","Dillon","28/02/2023","27/02/2027","Appointed by foundation/Trust","",""
"1726687","145435","","","Local Governor","","Anna","","MacDiarmid","23/10/2023","22/10/2027","Appointed by foundation/Trust","",""
"1798365","145435","","","Local Governor","","Sue","","Mawdsley","21/01/2025","20/01/2029","Appointed by foundation/Trust","",""
"1798367","145435","","","Local Governor","","Lynn","","Kelly","01/09/2024","31/08/2028","Appointed by foundation/Trust","",""
"1855110","145435","","","Chair of Local Governing Body","","Anya","","Richardson","18/11/2024","17/11/2028","Appointed by foundation/Trust","",""
"1869992","145435","","","Local Governor","Mr","Mark","","Leather","09/02/2026","08/02/2030","Elected by parents","",""
"1869993","145435","","","Local Governor","Ms","Paula","","Virr","15/12/2025","14/12/2029","Foundation/sponsor members","",""
"1869994","145435","","","Local Governor","Mr","Rob","","Fletcher","19/01/2026","18/01/2030","Appointed by foundation/Trust","",""
"1443501","145436","","","Local Governor","Mr","Stephen","","Brown","31/03/2026","30/03/2030","Any additional members appointed by the members of the academy trust","",""
"1443504","145436","","","Local Governor","Mrs","Anne","","Simons","01/04/2026","31/03/2030","Any additional members appointed by the members of the academy trust","",""
"1659237","145436","","","Local Governor","Ms","Donna","","Kaynes","21/09/2021","","Ex-officio by virtue of office as headteacher/principal","",""
"1659238","145436","","","Local Governor","Ms","Bethany","","Hicks","01/05/2026","30/04/2030","Elected by school staff","",""
"1675463","145436","","","Local Governor","Mrs","Jude","","Hurst","30/03/2023","29/03/2027","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1682910","145436","","","Chair of Local Governing Body","Mr","Stephen","","Brown","31/03/2026","30/03/2030","Appointed by foundation/Trust","",""
"1765271","145436","","","Local Governor","Mrs","Emma","","Eden","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1806722","145436","","","Local Governor","Ms","Barbara","","Dobson","19/11/2024","18/11/2028","Elected by school staff","",""
"1823842","145436","","","Local Governor","Ms","Courtney","","Johnson","03/04/2025","02/04/2029","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1839582","145436","","","Local Governor","Mr","Matthew","","Lincoln","02/10/2025","06/05/2026","Elected by parents","",""
"1863294","145436","","","Local Governor","Ms","Elizabeth","","Fearnley","26/11/2025","25/11/2029","Elected by parents","",""
"1284874","145437","","","Local Governor","Mr","Sam","","Betts","01/09/2020","","Ex-officio by virtue of office as headteacher/principal","",""
"1284877","145437","","","Local Governor","Miss","Georgina","","Wiltshire","17/10/2024","17/10/2028","Elected by school staff","",""
"1552272","145437","","","Local Governor","Ms","Sophie","","Longney","12/10/2021","11/10/2025","Appointed by foundation/Trust","",""
"1552554","145437","","","Local Governor","Mrs","Fedel","","Cox","21/10/2021","23/09/2025","Parent appointed by GB/board due to no election candidates","",""
"1553379","145437","","","Local Governor","Ms","Emma","","Jenkins","01/11/2021","31/10/2025","Parent appointed by GB/board due to no election candidates","",""
"1573840","145437","","","Chair of Local Governing Body","Mrs","Joanne","","Lambert","11/01/2022","28/09/2025","Appointed by foundation/Trust","",""
"1674897","145437","","","Local Governor","Mr","Andy","","Adlington","13/06/2023","12/06/2027","Appointed by GB/board","",""
"1674899","145437","","","Local Governor","Mrs","Hannah","","Chapman","13/06/2023","12/06/2027","Appointed by GB/board","",""
"1750675","145437","","","Local Governor","","Joe","","Kitchen","19/09/2023","04/02/2026","Appointed by GB/board","",""
"1833939","145437","","","Local Governor","","Amy","","Matthews","23/09/2025","22/09/2029","Appointed by foundation/Trust","",""
"1840045","145437","","","Local Governor","","Sophie","","Longney","11/10/2025","10/10/2029","Appointed by GB/board","",""
